Unemployment_rate_2013,Median_Household_Income_2018,state,county
4.9,"68,381",mt,jefferson county
4.9,"50,197",mt,judith basin county
6.5,"44,833",mt,lake county
4.4,"63,860",mt,lewis and clark county
3.4,"42,742",mt,liberty county
13.0,"40,602",mt,lincoln county
2.4,"43,650",mt,mccone county
5.5,"53,031",mt,madison county
5.3,"44,572",mt,meagher county
10.4,"43,458",mt,mineral county
5.2,"56,207",mt,missoula county
5.1,"43,371",mt,musselshell county
6.4,"61,044",mt,park county
4.8,"41,009",mt,petroleum county
5.9,"44,730",mt,phillips county
4.9,"42,890",mt,pondera county
3.3,"47,378",mt,powder river county
5.6,"48,966",mt,powell county
4.6,"42,754",mt,prairie county
6.7,"50,055",mt,ravalli county
2.6,"67,242",mt,richland county
5.5,"40,179",mt,roosevelt county
6.4,"57,674",mt,rosebud county
10.5,"39,861",mt,sanders county
2.8,"51,690",mt,sheridan county
5.5,"47,302",mt,silver bow county
4.0,"66,226",mt,stillwater county
3.7,"52,747",mt,sweet grass county
4.3,"48,368",mt,teton county
3.9,"46,326",mt,toole county
4.5,"50,774",mt,treasure county
3.8,"48,390",mt,valley county
6.2,"38,449",mt,wheatland county
3.4,"49,532",mt,wibaux county
4.3,"59,975",mt,yellowstone county
3.8,"59,724",ne,nebraska
3.6,"55,167",ne,adams county
3.2,"55,371",ne,antelope county
7.7,"46,862",ne,arthur county
4.6,"53,865",ne,banner county
5.1,"44,467",ne,blaine county
3.3,"51,911",ne,boone county
3.9,"57,952",ne,box butte county
3.5,"42,431",ne,boyd county
3.9,"46,191",ne,brown county
3.2,"59,193",ne,buffalo county
4.5,"57,548",ne,burt county
3.4,"57,208",ne,butler county
4.3,"75,177",ne,cass county
3.0,"64,570",ne,cedar county
2.4,"54,866",ne,chase county
2.8,"49,782",ne,cherry county
2.8,"53,132",ne,cheyenne county
3.4,"56,259",ne,clay county
3.5,"55,787",ne,colfax county
3.0,"59,219",ne,cuming county
2.8,"49,995",ne,custer county
4.7,"55,522",ne,dakota county
3.6,"47,487",ne,dawes county
3.8,"56,818",ne,dawson county
3.4,"47,097",ne,deuel county
3.7,"54,635",ne,dixon county
4.2,"51,682",ne,dodge county
4.1,"64,580",ne,douglas county
2.8,"48,574",ne,dundy county
3.0,"56,697",ne,fillmore county
3.5,"48,778",ne,franklin county
3.4,"43,650",ne,frontier county
3.5,"49,685",ne,furnas county
4.6,"49,931",ne,gage county
2.8,"39,192",ne,garden county
3.1,"46,245",ne,garfield county
3.4,"59,722",ne,gosper county
3.3,"56,724",ne,grant county
3.5,"45,221",ne,greeley county
3.7,"53,792",ne,hall county
3.2,"60,608",ne,hamilton county
3.1,"49,321",ne,harlan county
3.4,"47,047",ne,hayes county
4.0,"43,880",ne,hitchcock county
3.1,"55,965",ne,holt county
4.8,"46,220",ne,hooker county
3.7,"52,292",ne,howard county
3.7,"47,075",ne,jefferson county
4.3,"52,401",ne,johnson county
2.8,"64,456",ne,kearney county
3.6,"52,086",ne,keith county
3.3,"48,429",ne,keya paha county
3.3,"46,986",ne,kimball county
3.5,"47,906",ne,knox county
3.5,"58,618",ne,lancaster county
3.8,"56,803",ne,lincoln county
3.2,"55,531",ne,logan county
4.5,"47,797",ne,loup county
3.8,"53,207",ne,mcpherson county
3.5,"55,226",ne,madison county
3.7,"56,493",ne,merrick county
3.2,"49,151",ne,morrill county
3.2,"47,279",ne,nance county
5.0,"52,069",ne,nemaha county
3.2,"46,954",ne,nuckolls county
4.3,"60,734",ne,otoe county
3.1,"45,487",ne,pawnee county
2.6,"57,251",ne,perkins county
3.0,"59,003",ne,phelps county
3.3,"57,367",ne,pierce county
3.5,"63,656",ne,platte county
3.4,"59,815",ne,polk county
3.0,"49,034",ne,red willow county
4.5,"47,573",ne,richardson county
3.2,"48,260",ne,rock county
4.3,"54,569",ne,saline county
3.6,"79,358",ne,sarpy county
4.0,"67,897",ne,saunders county
4.2,"50,247",ne,scotts bluff county
3.7,"71,024",ne,seward county
3.2,"43,819",ne,sheridan county
3.3,"47,499",ne,sherman county
3.3,"50,861",ne,sioux county
3.3,"66,228",ne,stanton county
2.8,"51,299",ne,thayer county
4.0,"48,275",ne,thomas county
7.7,"45,405",ne,thurston county
3.3,"48,604",ne,valley county
3.7,"77,838",ne,washington county
3.2,"55,970",ne,wayne county
3.9,"45,058",ne,webster county
3.2,"53,369",ne,wheeler county
3.6,"61,478",ne,york county
9.6,"58,740",nv,nevada
9.5,"58,429",nv,churchill county
9.7,"57,155",nv,clark county
9.7,"70,495",nv,douglas county
6.2,"79,134",nv,elko county
4.8,"50,179",nv,esmeralda county
6.1,"70,036",nv,eureka county
6.4,"72,873",nv,humboldt county
7.4,"79,278",nv,lander county
9.6,"55,504",nv,lincoln county
12.8,"59,732",nv,lyon county
12.5,"44,438",nv,mineral county
12.2,"47,031",nv,nye county
9.0,"42,522",nv,pershing county
11.6,"68,236",nv,storey county
9.5,"63,636",nv,washoe county
7.4,"58,942",nv,white pine county
10.4,"56,382",nv,carson city
5.1,"75,322",nh,new hampshire
5.0,"64,777",nh,belknap county
4.9,"59,413",nh,carroll county
4.7,"60,251",nh,cheshire county
6.1,"44,259",nh,coos county
4.2,"65,163",nh,grafton county
5.4,"78,714",nh,hillsborough county
4.6,"74,351",nh,merrimack county
5.4,"93,645",nh,rockingham county
4.9,"69,919",nh,strafford county
4.1,"60,034",nh,sullivan county
8.2,"81,777",nj,new jersey
11.7,"60,826",nj,atlantic county
6.7,"100,181",nj,bergen county
7.7,"84,470",nj,burlington county
9.4,"67,135",nj,camden county
14.3,"62,175",nj,cape may county
11.7,"51,790",nj,cumberland county
9.7,"62,875",nj,essex county
9.0,"81,315",nj,gloucester county
7.9,"73,337",nj,hudson county
5.9,"112,335",nj,hunterdon county
7.3,"79,979",nj,mercer county
7.5,"87,666",nj,middlesex county
7.5,"99,223",nj,monmouth county
6.2,"112,396",nj,morris county
9.3,"68,483",nj,ocean county
10.0,"71,959",nj,passaic county
10.4,"64,524",nj,salem county
6.3,"119,731",nj,somerset county
7.9,"92,284",nj,sussex county
8.4,"80,737",nj,union county
7.6,"77,571",nj,warren county
6.9,"47,405",nm,new mexico
6.5,"51,372",nm,bernalillo county
8.9,"34,777",nm,catron county
6.3,"43,527",nm,chaves county
8.5,"38,097",nm,cibola county
7.1,"41,592",nm,colfax county
5.1,"47,202",nm,curry county
4.6,"35,087",nm,de baca county
7.5,"38,409",nm,dona ana county
4.6,"58,320",nm,eddy county
6.8,"38,341",nm,grant county
8.7,"29,515",nm,guadalupe county
5.3,"37,544",nm,harding county
7.5,"39,882",nm,hidalgo county
4.5,"51,656",nm,lea county
6.4,"45,095",nm,lincoln county
4.2,"124,947",nm,los alamos county
19.0,"30,570",nm,luna county
10.1,"33,976",nm,mckinley county
11.7,"34,491",nm,mora county
6.4,"42,701",nm,otero county
7.3,"33,085",nm,quay county
9.6,"41,511",nm,rio arriba county
5.6,"41,700",nm,roosevelt county
7.4,"57,036",nm,sandoval county
6.8,"46,578",nm,san juan county
8.4,"35,292",nm,san miguel county
5.6,"60,187",nm,santa fe county
9.8,"31,741",nm,sierra county
7.4,"33,989",nm,socorro county
10.3,"38,405",nm,taos county
10.2,"39,123",nm,torrance county
4.6,"40,426",nm,union county
8.4,"46,365",nm,valencia county
7.7,"67,648",ny,new york
6.1,"64,536",ny,albany county
7.5,"46,262",ny,allegany county
11.8,"38,566",ny,bronx county
7.8,"50,928",ny,broome county
8.5,"48,017",ny,cattaraugus county
7.4,"52,945",ny,cayuga county
8.0,"45,689",ny,chautauqua county
7.9,"52,565",ny,chemung county
7.3,"50,312",ny,chenango county
8.3,"55,517",ny,clinton county
6.0,"64,916",ny,columbia county
7.7,"51,751",ny,cortland county
7.9,"47,382",ny,delaware county
6.7,"79,604",ny,dutchess county
7.4,"56,375",ny,erie county
8.3,"54,376",ny,essex county
8.8,"48,722",ny,franklin county
9.5,"51,388",ny,fulton county
6.8,"58,925",ny,genesee county
8.8,"54,514",ny,greene county
9.5,"59,020",ny,hamilton county
7.8,"53,168",ny,herkimer county
9.2,"52,798",ny,jefferson county
9.4,"60,862",ny,kings county
9.5,"52,660",ny,lewis county
7.0,"61,027",ny,livingston county
7.6,"59,114",ny,madison county
7.0,"60,240",ny,monroe county
9.2,"43,799",ny,montgomery county
5.9,"115,301",ny,nassau county
7.5,"84,610",ny,new york county
8.5,"55,013",ny,niagara county
7.4,"54,096",ny,oneida county
6.8,"59,786",ny,onondaga county
6.3,"62,930",ny,ontario county
6.8,"75,048",ny,orange county
9.1,"52,658",ny,orleans county
9.9,"53,745",ny,oswego county
6.8,"54,321",ny,otsego county
6.1,"100,887",ny,putnam county
7.7,"68,432",ny,queens county
6.7,"71,084",ny,rensselaer county
9.0,"79,719",ny,richmond county
6.3,"88,960",ny,rockland county
9.1,"49,356",ny,st. lawrence county
5.8,"83,210",ny,saratoga county
6.7,"63,297",ny,schenectady county
8.1,"57,757",ny,schoharie county
8.8,"50,190",ny,schuyler county
6.9,"54,184",ny,seneca county
8.4,"54,862",ny,steuben county
6.6,"100,075",ny,suffolk county
8.1,"51,985",ny,sullivan county
7.1,"60,309",ny,tioga county
5.2,"57,383",ny,tompkins county
7.1,"63,073",ny,ulster county
8.2,"56,694",ny,warren county
7.5,"55,913",ny,washington county
7.6,"61,118",ny,wayne county
6.3,"94,521",ny,westchester county
7.9,"57,709",ny,wyoming county
6.8,"51,089",ny,yates county
8.0,"53,922",nc,north carolina
7.3,"50,480",nc,alamance county
7.8,"49,138",nc,alexander county
8.8,"39,735",nc,alleghany county
9.5,"38,023",nc,anson county
9.2,"41,864",nc,ashe county
8.9,"41,701",nc,avery county
9.5,"46,411",nc,beaufort county
10.1,"35,433",nc,bertie county
11.5,"36,976",nc,bladen county
9.8,"60,163",nc,brunswick county
6.0,"53,960",nc,buncombe county
8.3,"44,946",nc,burke county
7.6,"69,297",nc,cabarrus county
9.6,"43,328",nc,caldwell county
7.1,"65,955",nc,camden county
7.8,"55,052",nc,carteret county
9.0,"45,517",nc,caswell county
8.5,"53,738",nc,catawba county
6.3,"73,703",nc,chatham county
9.2,"41,262",nc,cherokee county
9.8,"42,618",nc,chowan county
8.8,"42,878",nc,clay county
9.5,"42,728",nc,cleveland county
10.3,"36,862",nc,columbus county
8.7,"50,748",nc,craven county
9.7,"46,779",nc,cumberland county
7.9,"64,426",nc,currituck county
11.0,"64,768",nc,dare county
8.2,"47,758",nc,davidson county
7.5,"60,801",nc,davie county
8.0,"42,725",nc,duplin county
6.3,"59,329",nc,durham county
13.0,"38,818",nc,edgecombe county
7.5,"50,112",nc,forsyth county
8.3,"57,710",nc,franklin county
9.0,"52,798",nc,gaston county
7.0,"51,746",nc,gates county
15.2,"39,502",nc,graham county
6.8,"58,956",nc,granville county
7.9,"43,591",nc,greene county
8.2,"52,166",nc,guilford county
11.8,"36,760",nc,halifax county
9.2,"51,225",nc,harnett county
7.8,"47,183",nc,haywood county
6.2,"54,012",nc,henderson county
9.4,"38,216",nc,hertford county
9.9,"47,892",nc,hoke county
11.6,"40,653",nc,hyde county
8.4,"60,044",nc,iredell county
8.8,"44,502",nc,jackson county
7.1,"60,296",nc,johnston county
8.4,"43,302",nc,jones county
10.1,"48,984",nc,lee county
8.7,"40,433",nc,lenoir county
8.3,"62,963",nc,lincoln county
9.0,"43,972",nc,mcdowell county
9.1,"46,426",nc,macon county
8.2,"44,693",nc,madison county
10.5,"43,569",nc,martin county
7.5,"64,509",nc,mecklenburg county
11.0,"43,967",nc,mitchell county
8.3,"47,757",nc,montgomery county
7.8,"59,471",nc,moore county
10.3,"50,122",nc,nash county
7.6,"53,419",nc,new hanover county
10.0,"37,233",nc,northampton county
7.0,"50,531",nc,onslow county
5.3,"71,920",nc,orange county
8.4,"46,447",nc,pamlico county
9.6,"46,355",nc,pasquotank county
9.0,"54,900",nc,pender county
9.6,"48,337",nc,perquimans county
10.1,"50,149",nc,person county
8.1,"43,303",nc,pitt county
6.6,"50,467",nc,polk county
8.6,"48,372",nc,randolph county
11.8,"38,514",nc,richmond county
11.9,"35,407",nc,robeson county
9.7,"41,869",nc,rockingham county
9.3,"46,864",nc,rowan county
11.2,"42,831",nc,rutherford county
8.1,"42,807",nc,sampson county
15.1,"36,730",nc,scotland county
8.2,"51,491",nc,stanly county
7.9,"50,826",nc,stokes county
8.3,"46,342",nc,surry county
12.4,"43,121",nc,swain county
7.4,"51,398",nc,transylvania county
12.9,"36,765",nc,tyrrell county
6.6,"80,428",nc,union county
11.5,"40,263",nc,vance county
6.0,"80,169",nc,wake county
11.0,"38,430",nc,warren county
12.5,"36,042",nc,washington county
6.4,"48,489",nc,watauga county
7.8,"41,572",nc,wayne county
8.9,"44,080",nc,wilkes county
11.8,"44,015",nc,wilson county
7.7,"49,070",nc,yadkin county
9.5,"44,756",nc,yancey county
2.9,"65,250",nd,north dakota
2.5,"53,162",nd,adams county
3.2,"54,984",nd,barnes county
7.6,"42,407",nd,benson county
2.9,"76,235",nd,billings county
3.9,"59,161",nd,bottineau county
2.0,"62,270",nd,bowman county
2.2,"63,261",nd,burke county
2.5,"72,277",nd,burleigh county
2.8,"63,885",nd,cass county
3.3,"60,314",nd,cavalier county
2.3,"53,286",nd,dickey county
1.4,"58,715",nd,divide county
1.4,"66,383",nd,dunn county
6.0,"51,327",nd,eddy county
5.3,"47,976",nd,emmons county
3.4,"58,096",nd,foster county
2.3,"58,075",nd,golden valley county
3.0,"54,311",nd,grand forks county
2.9,"41,295",nd,grant county
2.3,"54,250",nd,griggs county
2.6,"51,455",nd,hettinger county
4.7,"45,401",nd,kidder county
2.3,"54,514",nd,lamoure county
3.1,"50,141",nd,logan county
4.2,"54,795",nd,mchenry county
3.0,"47,288",nd,mcintosh county
1.5,"76,224",nd,mckenzie county
4.2,"64,524",nd,mclean county
4.6,"82,303",nd,mercer county
3.3,"68,043",nd,morton county
1.5,"67,162",nd,mountrail county
4.3,"50,093",nd,nelson county
6.1,"68,243",nd,oliver county
6.1,"58,766",nd,pembina county
4.2,"47,360",nd,pierce county
3.8,"54,814",nd,ramsey county
2.9,"61,634",nd,ransom county
2.4,"60,205",nd,renville county
3.4,"61,174",nd,richland county
12.4,"42,021",nd,rolette county
2.5,"64,756",nd,sargent county
4.0,"39,439",nd,sheridan county
4.6,"37,002",nd,sioux county
2.1,"49,843",nd,slope county
1.7,"71,888",nd,stark county
2.4,"66,929",nd,steele county
3.1,"57,002",nd,stutsman county
3.9,"51,848",nd,towner county
2.9,"59,931",nd,traill county
5.0,"59,705",nd,walsh county
2.7,"63,938",nd,ward county
4.3,"58,261",nd,wells county
1.2,"79,354",nd,williams county
7.5,"56,155",oh,ohio
12.7,"42,154",oh,adams county
7.8,"50,301",oh,allen county
8.1,"54,362",oh,ashland county
9.5,"46,950",oh,ashtabula county
9.0,"40,416",oh,athens county
5.9,"63,754",oh,auglaize county
8.2,"48,989",oh,belmont county
10.2,"55,334",oh,brown county
7.5,"61,053",oh,butler county
7.9,"50,002",oh,carroll county
6.9,"57,701",oh,champaign county
7.5,"50,089",oh,clark county
7.4,"65,280",oh,clermont county
10.4,"53,947",oh,clinton county
8.2,"44,938",oh,columbiana county
9.8,"46,420",oh,coshocton county
9.2,"44,715",oh,crawford county
7.0,"50,006",oh,cuyahoga county
7.0,"53,853",oh,darke county
7.5,"56,740",oh,defiance county
5.3,"103,536",oh,delaware county
8.1,"53,135",oh,erie county
6.7,"67,654",oh,fairfield county
7.7,"47,733",oh,fayette county
6.4,"60,383",oh,franklin county
7.9,"62,800",oh,fulton county
9.7,"43,785",oh,gallia county
5.7,"84,093",oh,geauga county
7.0,"68,380",oh,greene county
8.7,"44,623",oh,guernsey county
7.3,"57,300",oh,hamilton county
6.2,"61,579",oh,hancock county
7.7,"49,580",oh,hardin county
7.9,"50,301",oh,harrison county
8.8,"57,705",oh,henry county
10.5,"49,161",oh,highland county
8.1,"50,568",oh,hocking county
5.2,"60,828",oh,holmes county
10.2,"55,202",oh,huron county
10.5,"44,726",oh,jackson county
10.9,"42,821",oh,jefferson county
6.9,"56,885",oh,knox county
6.2,"65,883",oh,lake county
8.8,"43,031",oh,lawrence county
6.9,"66,145",oh,licking county
6.8,"61,699",oh,logan county
7.3,"59,265",oh,lorain county
8.7,"47,865",oh,lucas county
6.3,"61,645",oh,madison county
8.5,"48,010",oh,mahoning county
7.9,"45,419",oh,marion county
5.8,"76,475",oh,medina county
11.9,"44,286",oh,meigs county
5.1,"62,782",oh,mercer county
7.2,"59,922",oh,miami county
10.0,"46,314",oh,monroe county
8.3,"51,071",oh,montgomery county
10.1,"40,557",oh,morgan county
8.0,"60,452",oh,morrow county
9.1,"49,586",oh,muskingum county
9.6,"48,792",oh,noble county
9.7,"58,345",oh,ottawa county
7.6,"53,876",oh,paulding county
9.6,"51,534",oh,perry county
7.3,"58,742",oh,pickaway county
12.2,"45,163",oh,pike county
7.7,"63,689",oh,portage county
7.5,"53,904",oh,preble county
6.0,"64,304",oh,putnam county
8.6,"49,668",oh,richland county
8.7,"49,385",oh,ross county
7.6,"53,978",oh,sandusky county
11.9,"41,267",oh,scioto county
7.8,"52,165",oh,seneca county
6.7,"63,398",oh,shelby county
7.6,"52,310",oh,stark county
7.6,"58,890",oh,summit county
9.4,"47,424",oh,trumbull county
7.3,"51,030",oh,tuscarawas county
5.8,"84,861",oh,union county
7.0,"54,331",oh,van wert county
10.7,"43,457",oh,vinton county
6.4,"87,391",oh,warren county
8.6,"50,904",oh,washington county
6.2,"59,142",oh,wayne county
7.5,"54,581",oh,williams county
7.0,"64,282",oh,wood county
6.3,"55,995",oh,wyandot county
5.3,"51,914",ok,oklahoma
9.8,"35,156",ok,adair county
3.3,"52,952",ok,alfalfa county
6.9,"39,702",ok,atoka county
3.4,"52,550",ok,beaver county
3.3,"47,825",ok,beckham county
4.0,"49,513",ok,blaine county
5.5,"43,445",ok,bryan county
6.3,"48,533",ok,caddo county
4.1,"70,942",ok,canadian county
5.3,"48,660",ok,carter county
7.0,"42,913",ok,cherokee county
8.5,"35,308",ok,choctaw county
3.2,"46,777",ok,cimarron county
4.3,"62,343",ok,cleveland county
7.6,"39,396",ok,coal county
5.8,"51,382",ok,comanche county
5.6,"43,386",ok,cotton county
6.5,"43,074",ok,craig county
6.0,"54,478",ok,creek county
3.7,"49,577",ok,custer county
6.9,"40,287",ok,delaware county
3.5,"50,728",ok,dewey county
3.1,"51,867",ok,ellis county
4.1,"52,387",ok,garfield county
5.0,"47,858",ok,garvin county
4.8,"56,489",ok,grady county
3.3,"49,073",ok,grant county
5.4,"37,445",ok,greer county
4.3,"38,537",ok,harmon county
3.3,"55,112",ok,harper county
9.2,"37,776",ok,haskell county
8.0,"37,566",ok,hughes county
5.4,"47,747",ok,jackson county
5.3,"37,338",ok,jefferson county
8.1,"39,756",ok,johnston county
6.9,"45,700",ok,kay county
3.5,"59,266",ok,kingfisher county
4.9,"37,831",ok,kiowa county
8.9,"38,284",ok,latimer county
8.9,"38,709",ok,le flore county
5.1,"48,039",ok,lincoln county
4.5,"69,114",ok,logan county
4.4,"48,725",ok,love county
4.4,"65,831",ok,mcclain county
9.4,"37,390",ok,mccurtain county
9.8,"37,468",ok,mcintosh county
3.4,"56,102",ok,major county
5.8,"42,258",ok,marshall county
5.8,"50,951",ok,mayes county
5.0,"50,031",ok,murray county
6.5,"43,911",ok,muskogee county
4.4,"54,210",ok,noble county
6.8,"45,734",ok,nowata county
7.1,"37,545",ok,okfuskee county
4.8,"52,346",ok,oklahoma county
7.6,"42,354",ok,okmulgee county
5.8,"48,826",ok,osage county
8.0,"38,194",ok,ottawa county
6.0,"46,949",ok,pawnee county
4.4,"47,748",ok,payne county
7.3,"42,376",ok,pittsburg county
5.5,"48,450",ok,pontotoc county
5.5,"48,499",ok,pottawatomie county
8.9,"37,026",ok,pushmataha county
3.2,"53,871",ok,roger mills county
5.1,"61,849",ok,rogers county
8.2,"37,901",ok,seminole county
8.4,"38,998",ok,sequoyah county
5.4,"46,512",ok,stephens county
4.4,"51,812",ok,texas county
5.4,"41,186",ok,tillman county
5.1,"55,796",ok,tulsa county
5.1,"62,889",ok,wagoner county
4.8,"53,992",ok,washington county
4.2,"47,484",ok,washita county
3.2,"51,715",ok,woods county
3.5,"55,134",ok,woodward county
7.9,"63,168",or,oregon
9.6,"45,972",or,baker county
5.7,"63,600",or,benton county
7.1,"81,061",or,clackamas county
7.8,"53,806",or,clatsop county
9.6,"63,338",or,columbia county
10.2,"48,352",or,coos county
12.1,"51,348",or,crook county
10.6,"48,788",or,curry county
9.5,"67,372",or,deschutes county
10.6,"47,020",or,douglas county
9.5,"54,325",or,gilliam county
12.4,"46,141",or,grant county
11.6,"43,370",or,harney county
6.3,"66,607",or,hood river county
9.7,"55,511",or,jackson county
10.4,"50,376",or,jefferson county
11.1,"46,578",or,josephine county
10.8,"45,374",or,klamath county
11.4,"44,847",or,lake county
8.0,"53,161",or,lane county
8.8,"49,265",or,lincoln county
9.7,"54,292",or,linn county
8.5,"42,624",or,malheur county
8.8,"56,408",or,marion county
7.7,"55,343",or,morrow county
6.8,"70,756",or,multnomah county
8.1,"62,389",or,polk county
9.3,"58,838",or,sherman county
8.4,"52,486",or,tillamook county
8.8,"53,917",or,umatilla county
8.4,"50,616",or,union county
11.1,"48,137",or,wallowa county
7.6,"52,269",or,wasco county
6.3,"82,819",or,washington county
6.3,"39,579",or,wheeler county
7.5,"61,776",or,yamhill county
7.4,"60,891",pa,pennsylvania
5.9,"62,877",pa,adams county
6.5,"59,881",pa,allegheny county
7.7,"49,436",pa,armstrong county
7.2,"54,823",pa,beaver county
8.4,"50,257",pa,bedford county
7.1,"62,519",pa,berks county
7.0,"49,244",pa,blair county
7.3,"50,978",pa,bradford county
6.6,"88,538",pa,bucks county
6.2,"67,161",pa,butler county
8.7,"45,163",pa,cambria county
9.7,"41,770",pa,cameron county
9.3,"53,901",pa,carbon county
5.3,"58,258",pa,centre county
5.3,"99,224",pa,chester county
8.1,"46,284",pa,clarion county
9.0,"46,706",pa,clearfield county
9.0,"50,999",pa,clinton county
7.7,"50,774",pa,columbia county
7.2,"50,805",pa,crawford county
5.7,"71,695",pa,cumberland county
6.8,"57,979",pa,dauphin county
7.1,"71,961",pa,delaware county
6.8,"54,876",pa,elk county
7.4,"48,453",pa,erie county
9.6,"50,381",pa,fayette county
9.9,"41,750",pa,forest county
6.6,"60,744",pa,franklin county
9.2,"52,277",pa,fulton county
7.2,"50,956",pa,greene county
9.8,"49,019",pa,huntingdon county
7.7,"47,999",pa,indiana county
8.2,"46,751",pa,jefferson county
7.1,"54,342",pa,juniata county
8.3,"52,872",pa,lackawanna county
6.0,"66,270",pa,lancaster county
7.5,"48,418",pa,lawrence county
6.2,"61,087",pa,lebanon county
7.8,"62,139",pa,lehigh county
9.4,"53,469",pa,luzerne county
7.8,"53,820",pa,lycoming county
8.2,"46,529",pa,mckean county
7.2,"48,788",pa,mercer county
8.2,"47,648",pa,mifflin county
9.4,"63,318",pa,monroe county
5.9,"90,155",pa,montgomery county
5.5,"61,314",pa,montour county
7.4,"68,217",pa,northampton county
8.7,"47,243",pa,northumberland county
6.5,"62,366",pa,perry county
10.3,"46,149",pa,philadelphia county/city
9.7,"62,657",pa,pike county
9.3,"44,883",pa,potter county
9.2,"48,809",pa,schuylkill county
6.9,"56,991",pa,snyder county
9.2,"50,504",pa,somerset county
8.3,"48,998",pa,sullivan county
7.1,"52,573",pa,susquehanna county
8.6,"48,799",pa,tioga county
6.3,"55,679",pa,union county
7.8,"45,761",pa,venango county
6.4,"50,554",pa,warren county
6.9,"63,119",pa,washington county
7.9,"53,602",pa,wayne county
7.0,"58,398",pa,westmoreland county
8.6,"57,599",pa,wyoming county
6.7,"65,238",pa,york county
9.3,"63,787",ri,rhode island
7.9,"80,231",ri,bristol county
8.7,"69,089",ri,kent county
8.5,"77,760",ri,newport county
9.8,"56,141",ri,providence county
8.6,"86,715",ri,washington county
7.6,"52,449",sc,south carolina
9.5,"42,412",sc,abbeville county
7.6,"52,633",sc,aiken county
14.0,"29,124",sc,allendale county
7.1,"51,740",sc,anderson county
13.5,"36,230",sc,bamberg county
12.1,"38,131",sc,barnwell county
6.4,"65,843",sc,beaufort county
7.0,"62,204",sc,berkeley county
9.6,"45,385",sc,calhoun county
5.9,"62,958",sc,charleston county
10.5,"42,542",sc,cherokee county
12.2,"42,116",sc,chester county
9.2,"39,046",sc,chesterfield county
10.3,"36,722",sc,clarendon county
9.9,"39,079",sc,colleton county
9.3,"37,206",sc,darlington county
11.8,"33,159",sc,dillon county
6.6,"65,468",sc,dorchester county
8.1,"48,818",sc,edgefield county
10.7,"39,522",sc,fairfield county
8.3,"47,949",sc,florence county
10.1,"46,058",sc,georgetown county
6.1,"61,162",sc,greenville county
8.6,"43,879",sc,greenwood county
9.3,"35,871",sc,hampton county
8.6,"49,082",sc,horry county
6.9,"43,125",sc,jasper county
7.8,"52,270",sc,kershaw county
9.3,"58,035",sc,lancaster county
8.6,"42,099",sc,laurens county
11.0,"33,199",sc,lee county
5.8,"60,627",sc,lexington county
9.8,"44,683",sc,mccormick county
13.1,"34,365",sc,marion county
13.8,"33,534",sc,marlboro county
7.3,"48,029",sc,newberry county
7.7,"50,529",sc,oconee county
12.4,"37,134",sc,orangeburg county
7.4,"48,794",sc,pickens county
6.9,"52,611",sc,richland county
6.9,"46,019",sc,saluda county
7.7,"53,567",sc,spartanburg county
8.7,"45,181",sc,sumter county
11.3,"40,686",sc,union county
12.5,"32,814",sc,williamsburg county
7.7,"64,904",sc,york county
3.8,"57,041",sd,south dakota
2.7,"53,107",sd,aurora county
3.6,"49,712",sd,beadle county
6.4,"37,071",sd,bennett county
3.2,"50,278",sd,bon homme county
3.4,"62,109",sd,brookings county
3.3,"60,082",sd,brown county
3.4,"49,732",sd,brule county
8.8,"25,973",sd,buffalo county
3.9,"44,388",sd,butte county
3.6,"45,737",sd,campbell county
4.3,"47,412",sd,charles mix county
3.9,"48,517",sd,clark county
3.7,"46,378",sd,clay county
3.6,"55,580",sd,codington county
6.9,"34,024",sd,corson county
5.1,"58,806",sd,custer county
3.1,"51,724",sd,davison county
5.3,"48,023",sd,day county
5.6,"55,404",sd,deuel county
15.5,"41,942",sd,dewey county
3.2,"55,159",sd,douglas county
2.8,"58,977",sd,edmunds county
5.0,"46,782",sd,fall river county
3.3,"49,068",sd,faulk county
4.2,"59,813",sd,grant county
3.9,"40,583",sd,gregory county
2.9,"51,801",sd,haakon county
3.4,"65,776",sd,hamlin county
2.7,"52,568",sd,hand county
4.2,"63,772",sd,hanson county
2.9,"55,017",sd,harding county
2.9,"70,093",sd,hughes county
3.3,"54,434",sd,hutchinson county
3.4,"52,496",sd,hyde county
6.2,"34,122",sd,jackson county
3.1,"47,689",sd,jerauld county
3.6,"49,609",sd,jones county
3.2,"54,609",sd,kingsbury county
3.9,"60,733",sd,lake county
3.9,"51,774",sd,lawrence county
2.7,"84,889",sd,lincoln county
4.8,"47,429",sd,lyman county
3.2,"59,913",sd,mccook county
3.8,"39,850",sd,mcpherson county
4.4,"56,862",sd,marshall county
3.8,"59,524",sd,meade county
7.6,"32,780",sd,mellette county
3.7,"50,123",sd,miner county
3.3,"60,033",sd,minnehaha county
4.6,"57,392",sd,moody county
13.5,"31,662",sd,oglala lakota county
3.9,"58,738",sd,pennington county
3.7,"55,626",sd,perkins county
3.8,"54,722",sd,potter county
5.2,"44,709",sd,roberts county
3.0,"54,874",sd,sanborn county
3.6,"50,590",sd,spink county
2.8,"69,991",sd,stanley county
3.0,"59,457",sd,sully county
9.8,"31,876",sd,todd county
3.5,"45,710",sd,tripp county
3.0,"62,792",sd,turner county
4.2,"80,698",sd,union county
5.4,"48,394",sd,walworth county
